iter	Logloss
363	0.1971554101
364	0.1966976978
365	0.1962155686
366	0.1958169062
367	0.1952355971
368	0.194786615
369	0.1943347546
370	0.193802635
371	0.1932904134
372	0.192824999
373	0.1923667566
374	0.1920596743
375	0.1916769956
376	0.1912880775
377	0.190913887
378	0.1903663179
379	0.1899683348
380	0.1897237421
381	0.1892989965
382	0.1889589934
383	0.1884739915
384	0.1880002341
385	0.1876667811
386	0.1872257716
387	0.1866082014
388	0.1862223899
389	0.1859284913
390	0.1854749209
391	0.1851821439
392	0.1847964234
393	0.1845352757
394	0.1841807284
395	0.18395595
396	0.1836475226
397	0.1831302569
398	0.1827705235
399	0.1823730906
400	0.1820017514
401	0.1815328606
402	0.1811436217
403	0.1807060896
404	0.1802312352
405	0.17974859
406	0.1793574946
407	0.1790672007
408	0.178762567
409	0.1783884551
410	0.1779802879
411	0.1775060241
412	0.1770617437
413	0.1766822628
414	0.1760571382
415	0.1754168831
416	0.17500533
417	0.1744679683
418	0.1740206707
419	0.173648292
420	0.1732964962
421	0.1727946186
422	0.1724252697
423	0.1719980466
424	0.1714905728
425	0.1709194159
426	0.1705778139
427	0.170135279
428	0.1698507996
429	0.1694282778
430	0.1691519063
431	0.1686699146
432	0.1682712429
433	0.167882852
434	0.1675060881
435	0.1672097113
436	0.1667154532
437	0.166389896
438	0.1661222042
439	0.1658933576
440	0.1655628313
441	0.1652512206
442	0.1649058038
443	0.1646630592
444	0.1643077639
445	0.1639889038
446	0.1636545085
447	0.1631676982
448	0.1625860261
449	0.1622963467
450	0.1619024076
451	0.1616264898
452	0.1614417111
453	0.1610891254
454	0.160769389
455	0.1604074624
456	0.1600797415
457	0.159733095
458	0.1594488421
459	0.1590766892
460	0.1588100572
461	0.1585093552
462	0.1582163576
463	0.1578932568
464	0.1574983429
465	0.157221079
466	0.1567865157
467	0.156554658
468	0.156332752
469	0.1560176309
470	0.155578135
471	0.154999104
472	0.1545417013
473	0.154101943
474	0.1537096907
475	0.1534407205
476	0.1530302287
477	0.1526843484
478	0.152486757
479	0.1521103312
480	0.1516855701
481	0.1512953819
482	0.1510525284
483	0.1506951413
484	0.1504818713
485	0.150267091
486	0.1498366759
487	0.1495452456
488	0.1492025077
489	0.1489536302
490	0.1486295391
491	0.1483053895
492	0.1480057868
493	0.1477161981
494	0.1471760608
495	0.1468915222
496	0.1466091053
497	0.1462636481
498	0.1458753631
499	0.1455360457
500	0.1452911995
501	0.1449440685
502	0.1445858964
503	0.1442515447
504	0.1440411352
505	0.1437801385
506	0.1434017116
507	0.1429481564
508	0.1426086674
509	0.1422759746
510	0.1420012577
511	0.1417336891
512	0.1413792573
513	0.1410436445
514	0.140647673
515	0.1403717933
516	0.1401764285
517	0.1397433034
518	0.1395058635
519	0.1391940337
520	0.1387445724
521	0.1384186805
522	0.1381648259
523	0.1378655395
524	0.1374337459
525	0.1371599904
526	0.136860498
527	0.1366335459
528	0.1364239843
529	0.1361261886
530	0.1357582352
531	0.1353858806
532	0.1350637357
533	0.1347044794
534	0.1345119654
535	0.1340161506
536	0.1338282689
537	0.1335795831
538	0.1332112798
539	0.1329279526
540	0.1326400232
541	0.1323292278
542	0.1321448876
543	0.1319184221
544	0.1316261899
545	0.1313255889
546	0.131084092
547	0.1308125306
548	0.1305042808
549	0.1303973792
550	0.1301643011
551	0.1299132014
552	0.1296823845
553	0.1292786891
554	0.1290107227
555	0.1287904043
556	0.1285839885
557	0.1284669454
558	0.1281208618
559	0.1278941279
560	0.1276196873
561	0.1273620027
562	0.1271488997
563	0.1268994401
564	0.1265054828
565	0.1262533851
566	0.1258873444
567	0.1256946122
568	0.1253707748
569	0.1251707664
570	0.1248887053
571	0.1246739645
572	0.124370674
573	0.1241681347
574	0.1237839312
575	0.1234321911
576	0.1232837341
577	0.1231251866
578	0.1229357916
579	0.1227862746
580	0.1225300784
581	0.1223756925
582	0.1222201253
583	0.1219370943
584	0.1216204682
585	0.1213201585
586	0.1209694637
587	0.1207460479
588	0.1205453296
589	0.1203483992
590	0.120140603
591	0.1197751232
592	0.1195369539
593	0.1192148313
594	0.118912092
595	0.1187022176
596	0.1184024089
597	0.1181531404
598	0.1179877088
599	0.1177687925
600	0.1175714963
601	0.1174410277
602	0.117184569
603	0.1169592496
604	0.1167592749
605	0.1165677655
606	0.1163553807
607	0.1160691387
608	0.1158359105
609	0.1155991984
610	0.1153586288
611	0.1151474914
612	0.1149050297
613	0.1146391745
614	0.1144131272
615	0.1141918257
616	0.1139509358
617	0.1137236262
618	0.1134342789
619	0.1132064535
620	0.1129886978
621	0.112748428
622	0.1125612065
623	0.1123004466
624	0.1120494272
625	0.1118689492
626	0.1115493396
627	0.1113027633
628	0.1110703422
629	0.1109267591
630	0.1106870997
631	0.1105082711
632	0.1102985945
633	0.1100588618
634	0.1097402784
635	0.1095680907
636	0.1093362678
637	0.1091365073
638	0.1088894596
639	0.1086353023
640	0.1084005566
641	0.1082259477
642	0.1080090968
643	0.1077897938
644	0.1076241854
645	0.1073883971
646	0.1071434809
647	0.1069105071
648	0.1067722044
649	0.1064971672
650	0.1062277853
651	0.106045765
652	0.105923731
653	0.1057965074
654	0.1055674547
655	0.1053182644
656	0.1052013485
657	0.104889098
658	0.1046969305
659	0.1045317415
660	0.104349564
661	0.1042262965
662	0.1040394067
663	0.1039269691
664	0.1036532618
665	0.1034004821
666	0.1032383399
667	0.1030412053
668	0.1028877941
669	0.1026754448
670	0.1025930236
671	0.1024185813
672	0.1022412698
673	0.1020424015
674	0.1018531563
675	0.1016612444
676	0.1015028822
677	0.1012892954
678	0.1012005934
679	0.1010113532
680	0.1008649885
681	0.1006689662
682	0.1004558869
683	0.1002283672
684	0.1000935576
685	0.09995687924
686	0.09967753977
687	0.09949546639
688	0.09931093288
689	0.09908404866
690	0.09891912152
691	0.09872225309
692	0.09853109106
693	0.09841526098
694	0.09821190158
695	0.09807079394
696	0.09791602077
697	0.09773435873
698	0.09747523236
699	0.09731982821
700	0.09716776217
701	0.0969605627
702	0.09677590001
703	0.09656779018
704	0.09640585227
705	0.09631454629
706	0.09612683413
707	0.09595208532
708	0.09580376118
709	0.09569016022
710	0.09551316914
711	0.09530733821
712	0.09502621116
713	0.09493585544
714	0.09476570556
715	0.09455636274
716	0.09439785834
717	0.09418064438
718	0.09402666451
719	0.09388895644
720	0.09375741917
721	0.09365541714
722	0.09346106116
723	0.09326929205
724	0.09312469286
725	0.09302975664
726	0.09283642258
727	0.09257356801
728	0.09237232771
729	0.09221440078
730	0.0920165197
731	0.09186580728
732	0.09171989157
733	0.09161357605
734	0.09144326659
735	0.09120768127
736	0.09102008453
737	0.09075737508
738	0.09055989635
739	0.09042611941
740	0.09031316667
741	0.09011888986
742	0.08994677853
743	0.089846909
744	0.08967902926
745	0.08951879061
746	0.08936342864
747	0.08926300315
748	0.08911009984
749	0.08898239106
750	0.08880662531
751	0.08869979998
752	0.08855265871
753	0.08836396965
754	0.08818573801
755	0.08807517803
756	0.08781329008
757	0.08767387566
758	0.08749824782
759	0.0873284305
760	0.08715075117
761	0.08700043794
762	0.08677120647
763	0.08663654336
764	0.08653225507
765	0.08636182825
766	0.08623231948
767	0.08608244132
768	0.08591282014
769	0.08576964605
770	0.0855958084
771	0.0854440764
772	0.0852401713
773	0.08504577197
774	0.08491516908
775	0.08483806464
776	0.08468431962
777	0.08450341417
778	0.0843043944
779	0.08418167361
780	0.084034151
781	0.08386634971
782	0.08373911157
783	0.0835413101
784	0.08336880834
785	0.08323970788
786	0.08304373853
787	0.08284560254
788	0.08273789846
789	0.08262793096
790	0.08238951025
791	0.08222439192
792	0.08212051587
793	0.08200017549
794	0.08190510939
795	0.08173588866
796	0.08159372642
797	0.0814809403
798	0.08138865107
799	0.08123339408
800	0.08101714716
801	0.08088662955
802	0.08077237571
803	0.08060508874
804	0.08049909243
805	0.08037345369
806	0.08027590673
807	0.08013992554
808	0.08007631283
809	0.07996825815
810	0.07975586101
811	0.07963944013
812	0.07950244368
813	0.07937410183
814	0.07925740258
815	0.07910312475
816	0.07899771562
817	0.07880409357
818	0.07861943644
819	0.07853061036
820	0.0783620076
821	0.07818722374
822	0.07804693498
823	0.07787240981
824	0.07774913473
825	0.07760121326
826	0.07741880178
827	0.07732500713
828	0.07718345213
829	0.07701026569
830	0.07683579631
831	0.07670641856
832	0.07650424326
833	0.07630257341
834	0.07613575164
835	0.07599925957
836	0.07591321072
837	0.07577393946
838	0.07559786841
839	0.07542440965
840	0.07524145701
841	0.07507515023
842	0.07499056243
843	0.07486030873
844	0.07475435107
845	0.07465572412
846	0.0745155181
847	0.07438354591
848	0.07422374099
849	0.07410757279
850	0.07400709186
851	0.07388192032
852	0.07376601158
853	0.07367371887
854	0.07359634058
855	0.07344912095
856	0.07325358689
857	0.07314400535
858	0.07305090246
859	0.07294698857
860	0.07283158142
861	0.07269985722
862	0.07257274931
863	0.07240727696
864	0.07225006674
865	0.07213190411
866	0.07197029852
867	0.07187686065
868	0.07176466559
869	0.07166700387
870	0.07158154776
871	0.07142204335
872	0.07130351196
873	0.07117010555
874	0.07105254528
875	0.07094426538
876	0.07084321422
877	0.07070828256
878	0.07064524883
879	0.07054914313
880	0.0704402509
881	0.0703903142
882	0.07026961014
883	0.07012739775
884	0.0699811767
885	0.06988526265
886	0.06975257733
887	0.06967116104
888	0.06956198284
889	0.06943238425
890	0.06932541449
891	0.06920747906
892	0.06910121306
893	0.06895562661
894	0.06876708988
895	0.0686589375
896	0.06856199722
897	0.06844862282
898	0.06832542882
899	0.06822457611
900	0.06807889933
901	0.06797418063
902	0.06787476006
903	0.06781149979
904	0.06767189862
905	0.06752442259
906	0.06740482159
907	0.06731292443
908	0.06719668405
909	0.06706613166
910	0.06700176653
911	0.06687418005
912	0.06676661715
913	0.06670608374
914	0.06651720043
915	0.06634121863
916	0.06627864781
917	0.06615637878
918	0.06607241267
919	0.06588350938
920	0.06579140195
921	0.06568987847
922	0.06559919606
923	0.06546870181
924	0.06537667458
925	0.06528177961
926	0.06516787926
927	0.06501888751
928	0.06490351868
929	0.06478776905
930	0.06468582609
931	0.06459541925
932	0.06450727624
933	0.06441254772
934	0.06432441952
935	0.0642465213
936	0.06415800243
937	0.06401160319
938	0.06393435391
939	0.06385314197
940	0.06374268882
941	0.06361504055
942	0.06348995292
943	0.06337841553
944	0.06326917157
945	0.06319081031
946	0.06307690219
947	0.06295666898
948	0.06283733437
949	0.06275415835
950	0.06266248811
951	0.06257197814
952	0.06243689755
953	0.06229080863
954	0.06220753099
955	0.06207393916
956	0.06199107642
957	0.0618753347
958	0.06178785258
959	0.06172504348
960	0.06165386732
961	0.0615368433
962	0.06144882814
963	0.06137644817
964	0.0612534635
965	0.06117833384
966	0.06105742102
967	0.06095057583
968	0.06084589114
969	0.06072493857
970	0.06064439459
971	0.06055741936
972	0.06046717963
973	0.06040312833
974	0.06031647592
975	0.06023206793
976	0.06009732194
977	0.05998116497
978	0.05988602987
979	0.05978519067
980	0.05973579235
981	0.05959290615
982	0.05952598052
983	0.05939153735
984	0.05929992374
985	0.0591461885
986	0.05904654236
987	0.05894673605
988	0.05882376706
989	0.05875968665
990	0.0586263882
991	0.05850661864
992	0.05835739063
993	0.05825631312
994	0.0581593753
995	0.05807194995
996	0.05797983462
997	0.05787776715
998	0.05779418933
999	0.05770722181
