label,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
sober,0.03697691772549632,103.46992896748866,81.06291418478912,249.2043194967279,0.01060945647934723,17.51961828081697,3.8304864117081907,2.866737967615892,2.314572977854078,2.9219549524919572,4.320043569931946,1.96787595550758,1.8655040602335453,4.146558314017064,1.6687168603744365,2.655538996208315,1.727998178187218,2.1489479466795784,1.9979796853886904,2.235472912862651,2.7682201109776083,1.430490053169663,1.8342411259450744,1.2994462879154802,2.8578527748534595
unsober,0.016109042929610178,314.9113804103142,150.4749165006054,682.6604795814046,0.020786643891745817,14.044379687742111,11.955050173256708,4.431496852394879,2.238467009391087,4.4420850990848235,4.532977892875947,2.6444922814749625,2.3821190716256333,3.2937526254697773,1.581740890330712,2.318665804385662,2.0662631577452553,2.486095524434325,1.9005762041413172,1.2269149505026185,2.3183128695092288,1.591560890893654,2.02442186093886,0.7568335391265059,1.4172859333440773
