label,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
sober,0.4390389293432236,2604.977919862043,2516.7256145732745,5162.44804815942,0.13303088585084383,-417.10584411621096,83.44585189819335,13.473256397247315,25.470226860046388,7.0255496263504025,2.6164774030447004,-4.785417819023133,12.846513938903808,-4.03272401355207,1.6190137630328536,-6.575968480110168,-1.328367441892624,-8.908991384506226,1.3836906611919404,-5.644881463050842,-1.5263015985488892,-4.971163249015808,1.8575897097587586,-7.107546377182007,1.567912670224905
unsober,0.46359184086322786,2817.1599969931763,2654.372542251694,5643.319063104519,0.14346172545375674,-424.63023071289064,72.58225021362304,16.40990295410156,27.848680686950683,10.060135841369629,9.68315019607544,-4.766933047771454,8.605583572387696,-0.1356436133384705,9.251798152923584,-2.3437598988413813,-1.184076452255249,-8.814243459701538,0.6049322731792927,-3.1357585191726685,-0.25448540812358256,-6.123620653152466,2.8654734253883363,-8.705775547027589,1.9218732178211213
