chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.481130450963974,2215.202165428584,2260.3847250754698,4317.169727998621,0.09613396139705882,-365.3712158203125,87.42008209228516,18.101669311523438,28.095306396484375,14.563261985778809,22.540756225585938,-12.062605857849121,-0.48382872343063354,-1.518727421760559,6.437420845031738,0.14975322782993317,1.8040623664855957,-1.7122819423675537,0.34393152594566345,6.319971561431885,1.311012625694275,-2.6798603534698486,10.08851146697998,-3.897547960281372,2.287839651107788,sober
0.476001501083374,2240.6177602528437,2352.5631499693536,4557.487487792969,0.09274970160590278,-382.7420654296875,90.10311889648438,20.13602638244629,29.33700180053711,15.585591316223145,17.71592140197754,-10.102664947509766,-0.21746189892292023,-4.844054222106934,7.207609176635742,-0.35401859879493713,1.4224853515625,-0.6168621778488159,0.7044140100479126,5.649349212646484,1.1252403259277344,-0.5791382193565369,8.31102180480957,-4.176033973693848,3.5428450107574463,sober
0.471679151058197,2358.661495528524,2359.567128427595,4698.603119721284,0.09686114336993243,-377.4224548339844,88.68614196777344,16.350505828857422,28.474246978759766,11.910573959350586,18.190532684326172,-10.883563041687012,-0.1355103701353073,-3.3949947357177734,6.241382598876953,-0.0092173395678401,0.6562545299530029,-1.0876106023788452,0.4474301338195801,5.411290645599365,-0.4462166726589203,-1.277245283126831,6.935867786407471,-3.277608871459961,4.215569019317627,sober
0.47412610054016113,2227.3420588818776,2269.141289882773,4340.7612520105695,0.0989846622242647,-368.505615234375,90.36785888671875,24.10831642150879,33.16295623779297,10.357560157775879,13.10629653930664,-3.926657199859619,-8.07288646697998,-1.2684285640716553,4.406651496887207,-5.580868244171143,7.24359655380249,-4.540596961975098,5.264304161071777,-1.0685638189315796,0.7849141955375671,-3.757444381713867,4.447249412536621,3.0048024654388428,0.5039147734642029,sober
0.4868338704109192,2246.0763463465964,2330.101358317799,4526.168464211856,0.10033102596507353,-372.24615478515625,88.08650207519531,17.74502944946289,29.854541778564453,11.968276977539062,18.123857498168945,-9.63847827911377,-2.7353947162628174,-2.850048780441284,5.77177619934082,-0.2193695455789566,-0.39094048738479614,0.35350722074508667,-1.6643704175949097,6.530807018280029,0.5991402864456177,-2.4025886058807373,8.571247100830078,-4.29324197769165,3.526358127593994,sober
0.5111253261566162,2323.4221278533882,2321.6157642660396,4624.783145680147,0.10305606617647059,-355.7429504394531,86.4018325805664,17.470308303833008,30.355417251586914,9.334149360656738,15.504140853881836,2.994565725326538,-6.590822696685791,-3.9425570964813232,7.068163871765137,-5.904857635498047,3.9745678901672363,0.3908883035182953,2.6144025325775146,3.823866128921509,-0.1453240066766739,-1.5522990226745605,4.407132625579834,1.9455338716506958,1.5802644491195679,sober
0.48809701204299927,2270.9136519917965,2281.242581962436,4555.380787568934,0.10567339728860294,-374.2984313964844,83.96087646484375,16.644311904907227,30.47705078125,13.153912544250488,16.995256423950195,-9.243541717529297,-0.8201245069503784,-3.0064260959625244,6.928027629852295,0.537601113319397,0.7547098994255066,-0.938826858997345,1.3969576358795166,4.612244606018066,0.6729958653450012,-0.9265800714492798,9.29091739654541,-3.737474203109741,3.129406213760376,sober
0.4967540204524994,2160.5827285305604,2245.9247472642996,4228.820262235754,0.09823787913602941,-368.4423828125,93.46968078613281,21.077537536621094,30.285799026489258,14.95379638671875,19.697328567504883,-11.259726524353027,-1.1833702325820923,-4.721451759338379,6.602687835693359,-0.016190417110919952,1.530087947845459,-2.4945106506347656,-0.11374902725219727,5.445321083068848,0.9645605683326721,-2.094317674636841,9.684163093566895,-5.659373760223389,2.290163516998291,sober
0.44791069626808167,2219.878023677829,2350.7116749621423,4599.145849267919,0.09319342766608392,-382.9961242675781,89.1160888671875,23.832632064819336,31.967376708984375,8.829994201660156,11.834076881408691,-3.1906485557556152,-2.555227041244507,0.34778326749801636,2.2577226161956787,-3.511500835418701,3.979457139968872,-2.4780240058898926,5.775602340698242,-1.8174084424972534,0.6753764152526855,-1.6361676454544067,4.141942024230957,3.217623472213745,0.9615803956985474,sober
0.47107994556427,2058.7302684171195,2232.521441655972,4068.9837287454043,0.09280934053308823,-360.8019714355469,95.35755157470703,17.955184936523438,27.598926544189453,17.37651824951172,22.076847076416016,-9.940102577209473,1.9599016904830933,-3.381883144378662,6.894411087036133,-0.1825695037841797,2.5648396015167236,-3.927999258041382,1.2814679145812988,5.096108436584473,-0.09178406745195389,-1.5649018287658691,8.502622604370117,-5.574321746826172,2.0707881450653076,sober
